"Tag_Status","Building_block","Discipline","Cost_Code_COR","Tag_Number","Top_Tag","Skid_Ref","PO_Package_Number","System_Number","Equinor_Equipment_Category_1_4","Equipment_Type_Description","Area","Sub_Area","Function_Area","L_or_TT_mm","W_or_ID_mm","H_or_TT_mm","Footprint_m2","Modification_Phase_Code","Modification_Construction_Code","Modification_Handling_Code","Allowance_pct","Net_Dry_Weight_kg","Gross_Dry_Weight_kg","Content_Weight_kg","Dry_CoG_East_mm","Dry_CoG_North_mm","Dry_CoG_Elevation_mm","Price_Source","Cost_Proj_currency","Cost_Date","Exch_rate","NOK","Pressure_1_barg","Pressure_2_barg","Temp_1_degC","Temp_2_degC","Flow_rate_1_m3_per_hr","Flow_rate_2_m3_per_hr","Capacity_m3","Heat_transfer_medium_type","Speed_RPM","Heat_Exchanged_per_Unit_kW","Shaft_Power_kW","Rated_Power_kW","Heat_Transfer_Surface_Area_m2","Material_1","Material_2","Reference_or_Source","Reference_doc_dwg_PID_etc","Risk_Weight_accuracy","Risk_Footprint_accuracy","Risk_Design_basis","Risk_comments","Remarks","CLASS_OF_ACTIVITY","CLASS_OF_FUNCTIONAL_OBJECT","CLASS_OF_INANIMATE_PHYSICAL_OBJECT"
,,"T","ETRA","A-86RA002",,,"ET001",86.0,,"GA Cabinet #2 B system","Cellar deck","AQ200","CER 1",1000.0,800.0,2200.0,0.8,,,"PERM",0.15,400.0,459.99999999999994,,325288.0,381938.0,502360.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"T","ETRC","A-86RC001",,,"ET001",86.0,,"Closed Circuit Television (CCTV) Cabinet","Cellar deck","AQ200","CER 2",1000.0,800.0,2200.0,0.8,,,"PERM",0.15,400.0,459.99999999999994,,326290.0,381938.0,502360.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"T","ETRO","A-86RO001",,,"ET001",86.0,,"Distribution Cabinet Office Data Network","Cellar deck","AQ200","CER 2",1000.0,800.0,2200.0,0.8,,,"PERM",0.15,400.0,459.99999999999994,,327292.0,381938.0,502360.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"T","ETRO","A-86RO002",,,"ET001",86.0,,"Distribution Cabinet Technincal data network","Cellar deck","AQ200","CER 2",1000.0,800.0,2200.0,0.8,,,"PERM",0.15,400.0,459.99999999999994,,328294.0,381938.0,502360.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"T","ETRO","A-86RO003",,,"ET001",86.0,,"Distribution Cabinet Fibre cable links","Cellar deck","AQ200","CER 2",1000.0,800.0,2200.0,0.8,,,"PERM",0.15,400.0,459.99999999999994,,329296.0,381938.0,502360.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"T","ETRO","A-86RO004",,,"ET001",86.0,,"MPLS Cabinet Route bundle A","Cellar deck","AQ200","CER 2",1000.0,800.0,2200.0,0.8,,,"PERM",0.15,400.0,459.99999999999994,,328294.0,381938.0,502360.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"T","ETRO","A-86RO005",,,"ET001",86.0,,"MPLS Cabinet Route bundle B","Cellar deck","AQ200","CER 1",1000.0,800.0,2200.0,0.8,,,"PERM",0.15,400.0,459.99999999999994,,326290.0,381938.0,502360.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"T","ETRR","A-86RR001",,,"ET001",86.0,,"Radar and AIS Cabinet","Cellar deck","AQ200","CER 2",1000.0,800.0,2200.0,0.8,,,"PERM",0.15,400.0,459.99999999999994,,325288.0,383938.0,502360.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"T","ETRR","A-86RR002",,,"ET001",86.0,,"VTMS Radar Antenna # 1 and Antenna Control Unit # 1","Weather deck","AP500","AP500 CANTILEVER",2800.0,2800.0,2730.0,7.84,,,"PERM",0.15,1100.0,1265.0,,346300.0,368450.0,521000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"T","ETRR","A-86RR003",,,"ET001",86.0,,"OSD Radar Antenna # 1 and Antenna Control Unit # 1","Weather deck","AP500","AP500 E",1100.0,800.0,800.0,0.88,,,"PERM",0.15,200.0,229.99999999999997,,346300.0,368450.0,521000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"T","ETRS","A-86RS001",,,"ET001",86.0,,"Optical JB Communication to shore bundle A","Cellar deck","AQ200","CER 2",1000.0,800.0,400.0,0.8,,,"PERM",0.15,100.0,114.99999999999999,,327000.0,377800.0,502800.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"T","ETRS","A-86RS002",,,"ET001",86.0,,"Optical JB Communication to shore bundle B","Cellar deck","AQ200","CER 2",1000.0,800.0,400.0,0.8,,,"PERM",0.15,100.0,114.99999999999999,,325800.0,377800.0,502800.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"T","ETRS","A-86RS003",,,"ET001",86.0,,"Optical JB Communication to NoA PdQ bundle A","Cellar deck","AP200","Cellar deck",1000.0,800.0,400.0,0.8,,,"PERM",0.15,100.0,114.99999999999999,,327000.0,374800.0,502800.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"T","ETRS","A-86RS004",,,"ET001",86.0,,"Optical JB Communication to NoA PdQ bundle B","Cellar deck","AP200","Cellar deck",1000.0,800.0,400.0,0.8,,,"PERM",0.15,100.0,114.99999999999999,,325800.0,374800.0,502800.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"DIFF",,"T","ETRS","A-86RS005",,,"ET001",86.0,,"Optical JB Communication to Krafla UWP and shore bundle A","Cellar deck","AQ200","CER 2",1000.0,800.0,400.0,0.8,,,"PERM",0.15,100.0,114.99999999999999,,330400.0,377800.0,502800.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"DIFF",,"T","ETRS","A-86RS006",,,"ET001",86.0,,"Optical JB Communication to Krafla UWP and shore bundle B","Cellar deck","AQ200","CER 2",1000.0,800.0,400.0,0.8,,,"PERM",0.15,100.0,114.99999999999999,,329200.0,377800.0,502800.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"T","ETRS","A-86RS007",,,"ET001",86.0,,"Optical JB Communication to Askja UWP bundle A","Process deck","AP300","Process deck",1000.0,800.0,400.0,0.8,,,"PERM",0.15,100.0,114.99999999999999,,294000.0,403600.0,515800.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"T","ETRS","A-86RS008",,,"ET001",86.0,,"Optical JB Communication to Askja UWP bundle B","Process deck","AP300","Process deck",1000.0,800.0,400.0,0.8,,,"PERM",0.15,100.0,114.99999999999999,,295200.0,403600.0,515800.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"T","ETRX","A-86RX001",,,"ET001",86.0,,"Tetra/UHF and PRS cabinet","Cellar deck","AQ200","CER 2",1000.0,800.0,2200.0,0.8,,,"PERM",0.15,400.0,459.99999999999994,,330298.0,379538.0,502360.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"T","ETRX","A-86RX002",,,"ET001",86.0,,"Bird Deterrent System Cabinet","Cellar deck","AQ200","CER 2",1000.0,800.0,2200.0,0.8,,,"PERM",0.15,400.0,459.99999999999994,,329296.0,379538.0,502360.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"T","ETRX","A-86RX003",,,"ET001",86.0,,"4G/5G and robotics Cabinet","Cellar deck","AQ200","CER 2",1000.0,800.0,2200.0,0.8,,,"PERM",0.15,400.0,459.99999999999994,,328294.0,379538.0,502360.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"T","ETRX","A-86RX004",,,"ET001",86.0,,"VHF and GMDSS cabinet","Cellar deck","AQ200","CER 2",1000.0,800.0,2200.0,0.8,,,"PERM",0.15,400.0,459.99999999999994,,327292.0,379538.0,502360.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"DIFF",,"T","ETRX","A-86RX005",,,"ET001",86.0,,"GPS and positioning cabinet (Subsidence monitoring)","Cellar deck","AQ200","CER 2",1000.0,800.0,2200.0,0.8,,,"PERM",0.15,400.0,459.99999999999994,,326290.0,379538.0,502360.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"T","ETRX","A-86RX006",,,"ET001",86.0,,"Spare cabinet # 1","Cellar deck","AQ200","CER 2",1000.0,800.0,2200.0,0.8,,,"PERM",0.15,400.0,459.99999999999994,,325288.0,379538.0,502360.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"U",,"A-87IZ001A/B",,,"-",87.0,,"Krafla SPCU Cabinet","Cellar deck","AQ200","HOLD",1600.0,800.0,2200.0,1.28,,,"PERM",0.15,600.0,690.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"U",,"A-87IZ002A/B",,,"-",87.0,,"Central SPCU Cabinet","Cellar deck","AQ200","HOLD",1600.0,800.0,2200.0,1.28,,,"PERM",0.15,600.0,690.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"J","EJJB","A-87JC001",,,"EI101",87.0,,"SAS Controller Node Cabinet (F&G) Krafla UWP","Cellar deck","AQ200","CER 1",400.0,800.0,2200.0,0.32,,,"PERM",0.15,200.0,229.99999999999997,,330000.0,397355.0,502360.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"J","EJJB","A-87JC002",,,"EI101",87.0,,"SAS Controller Node Cabinet (ESD) Krafla UWP","Cellar deck","AQ200","CER 1",400.0,800.0,2200.0,0.32,,,"PERM",0.15,200.0,229.99999999999997,,329198.0,397355.0,502360.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"J","EJJB","A-87JC003",,,"EI101",87.0,,"SAS Controller Node Cabinet (PSD) Krafla UWP","Cellar deck","AQ200","CER 1",400.0,800.0,2200.0,0.32,,,"PERM",0.15,200.0,229.99999999999997,,327594.0,397355.0,502360.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"J","EJJB","A-87JC004",,,"EI101",87.0,,"SAS Controller Node Cabinet (PCS) Krafla UWP","Cellar deck","AQ200","CER 1",400.0,800.0,2200.0,0.32,,,"PERM",0.15,200.0,229.99999999999997,,327594.0,397355.0,502360.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"J","EJJB","A-87JC005",,,"EI101",87.0,,"SAS Controller Node Cabinet (F&G) Askja UPP","Cellar deck","AQ200","CER 1",400.0,800.0,2200.0,0.32,,,"PERM",0.15,200.0,229.99999999999997,,326792.0,397355.0,502360.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"J","EJJB","A-87JC006",,,"EI101",87.0,,"SAS Controller Node Cabinet (ESD) Askja UPP","Cellar deck","AQ200","CER 1",400.0,800.0,2200.0,0.32,,,"PERM",0.15,200.0,229.99999999999997,,325990.0,397355.0,502360.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"J","EJJB","A-87JC007",,,"EI101",87.0,,"SAS Controller Node Cabinet (PSD) Askja UPP","Cellar deck","AQ200","CER 1",400.0,800.0,2200.0,0.32,,,"PERM",0.15,200.0,229.99999999999997,,325188.0,397355.0,502360.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"J","EJJB","A-87JC008",,,"EI101",87.0,,"SAS Controller Node Cabinet (PCS Main process) Askja UPP","Cellar deck","AQ200","CER 1",400.0,800.0,2200.0,0.32,,,"PERM",0.15,200.0,229.99999999999997,,325190.0,396950.0,502360.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"J","EJJB","A-87JC009",,,"EI101",87.0,,"SAS Controller Node Cabinet (PCS Main process) Askja UPP","Cellar deck","AQ200","CER 1",400.0,800.0,2200.0,0.32,,,"PERM",0.15,200.0,229.99999999999997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"DIFF",,"J","EJJB","A-87JC010",,,"EI101",87.0,,"SAS Controller Node Cabinet (PCS Utility) Askja UPP","Cellar deck","AQ200","CER 1",400.0,800.0,2200.0,0.32,,,"PERM",0.15,200.0,229.99999999999997,,326794.0,396950.0,502360.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"DIFF",,"J","EJJB","A-87JC011",,,"EI101",87.0,,"SAS Controller Node Cabinet (PCS Utility) Askja UPP","Cellar deck","AQ200","CER 1",400.0,800.0,2200.0,0.32,,,"PERM",0.15,200.0,229.99999999999997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"J","EJJB","A-87JC012",,,"EI101",87.0,,"SAS Controller Node Cabinet (PDCS Electrical Equipment) Askja UPP","Cellar deck","AQ200","CER 1",400.0,800.0,2200.0,0.32,,,"PERM",0.15,200.0,229.99999999999997,,325992.0,396950.0,502360.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"J","EJJB","A-87JC017",,,"EI101",87.0,,"SAS Controller Node Cabinet (PDCS Electrical Equipment) Askja UPP","Cellar deck","AQ200","CER 1",400.0,800.0,2200.0,0.32,,,"PERM",0.15,200.0,229.99999999999997,,328396.0,394930.0,502360.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"J","EJJB","A-87JC018",,,"EI101",87.0,,"SAS Controller Node Cabinet (Electrical PMS) Askja UPP","Cellar deck","AQ200","CER 1",400.0,800.0,2200.0,0.32,,,"PERM",0.15,200.0,229.99999999999997,,329198.0,394930.0,502360.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"J","EJJB","A-87JC020",,,"EI101",87.0,,"AKER BP PDq I/O control cabinet","Cellar deck","AQ200","CER 1",400.0,800.0,2200.0,0.32,,,"PERM",0.15,200.0,229.99999999999997,,330002.0,394525.0,502360.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"J","EJJB","A-87JC021",,,"EI102",87.0,,"CM/IIoT – I/O Cabinet","Cellar deck","AQ200","CER 1",400.0,800.0,2200.0,0.32,,,"PERM",0.15,200.0,229.99999999999997,,330002.0,392505.0,502360.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"J","EJJB","A-87JC022",,,"EI102",87.0,,"CM/IIoT – I/O Cabinet","Cellar deck","AQ200","CER 1",400.0,800.0,2200.0,0.32,,,"PERM",0.15,200.0,229.99999999999997,,329200.0,392505.0,502360.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"J","EJJB","A-87JC023",,,"EI102",87.0,,"CM/IIoT – I/O Cabinet","Cellar deck","AQ200","CER 1",400.0,800.0,2200.0,0.32,,,"PERM",0.15,200.0,229.99999999999997,,328398.0,392505.0,502360.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"J","EJJB","A-87JC024",,,"EI102",87.0,,"CM/IIoT – Control Cabinet","Cellar deck","AQ200","CER 1",400.0,800.0,2200.0,0.32,,,"PERM",0.15,200.0,229.99999999999997,,327596.0,392505.0,502360.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"J","EJJB","A-87JC026",,,"EI013",87.0,,"Valve monitoring Cabinet(for additional sensors mounted on the valves)","Cellar deck","AQ200","CER 1",400.0,800.0,2200.0,0.32,,,"PERM",0.15,200.0,229.99999999999997,,325992.0,392505.0,502360.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"J","EJJB","A-87JC027",,,"EI013",87.0,,"Valve leakage cabinet","Cellar deck","AQ200","CER 1",400.0,800.0,2200.0,0.32,,,"PERM",0.15,200.0,229.99999999999997,,325190.0,392505.0,502360.0,,,,,,,,,,,,,,,,,,,,,,,,,,,"May be moved onshore",,,
,,"J","EJJB","A-87JC028",,,"EI007",87.0,,"Electrical actuator supplier monitoring cabinet","Cellar deck","AQ200","CER 1",400.0,800.0,2200.0,0.32,,,"PERM",0.15,200.0,229.99999999999997,,325190.0,392100.0,502360.0,,,,,,,,,,,,,,,,,,,,,,,,,,,"May be moved onshore",,,
,,"J","EJJB","A-87JC029",,,"EI007",87.0,,"Electrical actuator supplier monitoring cabinet","Cellar deck","AQ200","CER 1",400.0,800.0,2200.0,0.32,,,"PERM",0.15,200.0,229.99999999999997,,325992.0,392100.0,502360.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"J","EJJB","A-87JC030",,,"EI002",87.0,,"Multiphase processing cabinet UWP Krafla","Cellar deck","AQ200","CER 1",400.0,800.0,2200.0,0.32,,,"PERM",0.15,200.0,229.99999999999997,,326794.0,392100.0,502360.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"J","EJJB","A-87JC031",,,"EI002",87.0,,"Multiphase processing cabinet UWP Askja","Cellar deck","AQ200","CER 1",400.0,800.0,2200.0,0.32,,,"PERM",0.15,200.0,229.99999999999997,,327596.0,392100.0,502360.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"J","EJJB","A-87JC032",,,"EI002",87.0,,"Multiphase processing cabinet UPP","Cellar deck","AQ200","CER 1",400.0,800.0,2200.0,0.32,,,"PERM",0.15,200.0,229.99999999999997,,327596.0,392100.0,502360.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"J","EJJB","A-87JC033",,,"EI002",87.0,,"Metering cabinet UPP GAS","Cellar deck","AQ200","CER 1",400.0,800.0,2200.0,0.32,,,"PERM",0.15,200.0,229.99999999999997,,329200.0,392100.0,502360.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"J","EJJB","A-87JC034",,,"ER001",87.0,,"Compressor Control Cabinet skid 1","Cellar deck","AQ200","CER 1",400.0,800.0,2200.0,0.32,,,"PERM",0.15,200.0,229.99999999999997,,330002.0,392100.0,502360.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"J",,"A-87JC035",,,"BN001",87.0,,"Bridge bearing monitoring field panel","Cellar deck","AQ200","CER 2",400.0,800.0,2200.0,0.32,,,"FUT",0.15,200.0,229.99999999999997,,330804.0,392100.0,502360.0,,,,,,,,,,,,,,,,,,,,,,,,,,,"location to be confirmed",,,
,,"J","EJJB","A-87JC036",,,"EI003",87.0,,"Analyser control cabinet for process and environment","Cellar deck","AQ200","CER 2",400.0,800.0,2200.0,0.32,,,"PERM",0.15,200.0,229.99999999999997,,338200.0,374740.0,502360.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"J",,"A-87JC037",,,"BN001",87.0,,"Bridge bearing monitoring cabinet","Cellar deck","AQ200","CER 2",400.0,800.0,2200.0,0.32,,,"FUT",0.15,200.0,229.99999999999997,,340600.0,374740.0,502360.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"J","EJJB","A-87JC038",,,"EI004",87.0,,"Nucleonic level measurement cabinet","Cellar deck","AQ200","CER 2",400.0,800.0,2200.0,0.32,,,"PERM",0.15,200.0,229.99999999999997,,341402.0,374740.0,502360.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"J","EJJB","A-87JC039",,,"EI006",87.0,,"Sand monitoring Cabinet","Cellar deck","AQ200","CER 2",400.0,800.0,2200.0,0.32,,,"PERM",0.15,200.0,229.99999999999997,,342204.0,374740.0,502360.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"A",,"A-87JC040",,,"-",87.0,,"Manual valve Interlock key cabinet","Cellar deck","AQ200","CER 2",400.0,800.0,2200.0,0.32,,,"PERM",0.15,200.0,229.99999999999997,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,"Not requiered to be smart cabinet. Only key hangers. 100% manual",,,
,,"J","EJJB","A-87JC040",,,"EI006",87.0,,"UID - Power Control cabinet","Cellar deck","AQ200","CER 2",400.0,800.0,2200.0,0.32,,,"PERM",0.15,200.0,229.99999999999997,,342204.0,374740.0,502360.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"J","EJJB","A-87JC043",,,"EI103",87.0,,"Vibration control cabinet - Protection and CM","Cellar deck","AQ200","CER 2",800.0,800.0,2200.0,0.64,,,"PERM",0.15,200.0,229.99999999999997,,343808.0,374740.0,502360.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"J","EJJB","A-87JC044",,,"ER001",87.0,,"Compressor Control Cabinet skid 2","Cellar deck","AQ200","CER 1",400.0,800.0,2200.0,0.32,,,"PERM",0.15,200.0,229.99999999999997,,330002.0,392100.0,502360.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"DIFF",,"J","EJJB","A-87JC048",,,"EI015",87.0,,"Robot panel for local pad and spare battery","Cellar deck","AQ200","CER 2",400.0,800.0,2200.0,0.32,,,"PERM",0.15,200.0,229.99999999999997,,343806.0,371770.0,502360.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"DIFF",,"J","EJJB","A-87JC050",,,"EI015",87.0,,"Drone control cabinet","Cellar deck","AQ200","CER 2",400.0,800.0,2200.0,0.32,,,"PERM",0.15,200.0,229.99999999999997,,337400.0,374740.0,502360.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"J","EJJB","A-87JC051",,,"EI015",87.0,,"Drone control cabinet","Cellar deck","AQ200","CER 2",400.0,800.0,2200.0,0.32,,,"PERM",0.15,200.0,229.99999999999997,,338598.0,371770.0,502360.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"J",,"A-87JC054",,,"EI102",87.0,,"Supplier CM Cabinet - Unidentifed but added for development buffer","Cellar deck","AQ200","CER 2",400.0,800.0,2200.0,0.32,,,"FUT",0.15,200.0,229.99999999999997,,343004.0,371770.0,502360.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"J",,"A-87JC055",,,"EI102",87.0,,"Supplier CM Cabinet - Unidentifed but added for development buffer","Cellar deck","AQ200","CER 2",400.0,800.0,2200.0,0.32,,,"FUT",0.15,200.0,229.99999999999997,,337796.0,371770.0,502360.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"J","EJJB","A-87JC063",,,"EI101",87.0,,"Subsea SAS supplier control cabinet","Cellar deck","AQ200","CER 2",400.0,800.0,2200.0,0.32,,,"PERM",0.15,200.0,229.99999999999997,,337796.0,371770.0,502360.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"J","EJJB","A-87JC064",,,"EI101",87.0,,"Subsea SAS supplier control cabinet","Cellar deck","AQ200","CER 2",400.0,800.0,2200.0,0.32,,,"PERM",0.15,200.0,229.99999999999997,,336994.0,371770.0,502360.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"J","EJJB","A-87JC065",,,"EI101",87.0,,"Subsea SAS supplier control cabinet","Cellar deck","AQ200","CER 2",400.0,800.0,2200.0,0.32,,,"PERM",0.15,200.0,229.99999999999997,,336192.0,371770.0,502360.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"J","EJJB","A-87JC066",,,"EI101",87.0,,"Subsea SAS supplier control cabinet","Cellar deck","AQ200","CER 2",400.0,800.0,2200.0,0.32,,,"PERM",0.15,200.0,229.99999999999997,,335390.0,371770.0,502360.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"J","EJJB","A-87JC067",,,"EI101",87.0,,"Subsea SAS supplier control cabinet - Future","Cellar deck","AQ200","CER 2",400.0,800.0,2200.0,0.32,,,"PERM",0.15,200.0,229.99999999999997,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"J","EJJB","A-87JC068",,,"EI101",87.0,,"Subsea SAS supplier control cabinet - Future","Cellar deck","AQ200","CER 2",400.0,800.0,2200.0,0.32,,,"PERM",0.15,200.0,229.99999999999997,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"DIFF",,"J","EJJF","A-87JF001",,,"EI101",87.0,,"SAS FAU/RIO Cabinet","Cellar deck","AP200","AP200",400.0,800.0,1500.0,0.32,,,"PERM",0.15,110.0,126.49999999999999,,328396.0,394930.0,502360.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"DIFF",,"J","EJJF","A-87JF002",,,"EI101",87.0,,"SAS FAU/RIO Cabinet","Cellar deck","AP200","AP200",400.0,800.0,1500.0,0.32,,,"PERM",0.15,110.0,126.49999999999999,,327594.0,394930.0,502360.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"DIFF",,"J","EJJF","A-87JF003",,,"EI101",87.0,,"SAS FAU/RIO Cabinet","Cellar deck","AP200","AP200",400.0,800.0,1500.0,0.32,,,"PERM",0.15,110.0,126.49999999999999,,326792.0,394930.0,502360.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"DIFF",,"J","EJJF","A-87JF004",,,"EI101",87.0,,"SAS FAU/RIO Cabinet","Cellar deck","AP300","AP300",400.0,800.0,1500.0,0.32,,,"PERM",0.15,110.0,126.49999999999999,,325990.0,394930.0,502360.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"DIFF",,"J","EJJF","A-87JF005",,,"EI101",87.0,,"SAS FAU/RIO Cabinet","Cellar deck","AP300","AP300",400.0,800.0,1500.0,0.32,,,"PERM",0.15,110.0,126.49999999999999,,325188.0,394930.0,502360.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"DIFF",,"J","EJJF","A-87JF006",,,"EI101",87.0,,"SAS FAU/RIO Cabinet","Cellar deck","AP300","AP300",400.0,800.0,1500.0,0.32,,,"PERM",0.15,110.0,126.49999999999999,,325190.0,394525.0,502360.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"DIFF",,"J","EJJF","A-87JF007",,,"EI101",87.0,,"SAS FAU/RIO Cabinet","Cellar deck","AP400","AP400",400.0,800.0,1500.0,0.32,,,"PERM",0.15,110.0,126.49999999999999,,325992.0,394525.0,502360.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"DIFF",,"J","EJJF","A-87JF008",,,"EI101",87.0,,"SAS FAU/RIO Cabinet","Cellar deck","AP400","AP400",400.0,800.0,1500.0,0.32,,,"PERM",0.15,110.0,126.49999999999999,,326794.0,394525.0,502360.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"DIFF",,"J","EJJF","A-87JF009",,,"EI101",87.0,,"SAS FAU/RIO Cabinet","Cellar deck","AP400","AP400",400.0,800.0,1500.0,0.32,,,"PERM",0.15,110.0,126.49999999999999,,327596.0,394525.0,502360.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"DIFF",,"J","EJJF","A-87JF010",,,"EI101",87.0,,"SAS FAU/RIO Cabinet","Cellar deck","AP500","AP500",400.0,800.0,1500.0,0.32,,,"PERM",0.15,110.0,126.49999999999999,,328278.0,394325.0,502698.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"DIFF",,"J","EJJF","A-87JF011",,,"EI101",87.0,,"SAS FAU/RIO Cabinet","Cellar deck","AP500","AP500",400.0,800.0,1500.0,0.32,,,"PERM",0.15,110.0,126.49999999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"J","EJJF","A-87JF012",,,"EI101",87.0,,"SAS Compressor skid 1st RIO","Weather deck","AP500","SKID",400.0,600.0,1500.0,0.24,,,"PERM",0.15,110.0,126.49999999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"J","EJJF","A-87JF013",,,"EI101",87.0,,"SAS TEG skid RIO","Mezzanine deck","AP300","SKID",400.0,600.0,1500.0,0.24,,,"PERM",0.15,110.0,126.49999999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"J","EJJF","A-87JF014",,,"EI101",87.0,,"SAS Liquid export pump skid RIO","Mezzanine deck","AQ300","HOLD",400.0,600.0,1500.0,0.24,,,"PERM",0.15,110.0,126.49999999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
